PROMSHR,PROMPLEDG,FORPROM,Market.Capitalisation,EPS,P.E,P.B,BVS,Beta,TA,Alpha,PBDITAINC,PBTINC,PATINC,CASHPRFINC,PBDITAMARG,OPMARG,OPRFINCOS,PBPTEQ,ROE,RONW,CASHROE,PBPTCE,ROCE,PATCE,PBPTTA,ROTA,PATTA,QR,CR,DE,CASHCL,CASHCOS,TURNOVER,NAT,PVT,FORGN,OTHERS,Target
52.06,10.65,52.06,519246.48,8.63,27.6,25.2,9.45,0.56,85202.8,0.14,14.05,12.31,8.86,10.32,12.06,12.08,674.25,50.88,37.82,37.77,44,49.35,36.68,36.63,30.91,22.98,22.95,1.64,1.8,0.02,1.53,6.34,141442.4,5,3,5,0,0
52.02,0,52.02,520768.63,9.19,25.98,20.16,11.84,0.47,95909.1,0.13,17.13,15.94,12.57,13.72,15.51,15.5,999.91,76.24,61.6,61.43,67.06,74.76,60.4,60.24,37.89,30.61,30.53,1.14,1.23,0.02,1.09,46.64,174103.7,6,3,4,0,0
52.55,39.87,52.55,614585.72,9.84,28.93,23.11,12.31,0.46,104019.1,0.03,13.17,11.19,8.97,10.86,12.2,12.22,830.62,76.48,62.91,60.05,72.67,56.85,46.76,44.63,25.48,20.96,20.01,0.82,0.91,0.73,0.79,1.38,211489.7,8,3,4,0,0
52.5,4.78,52.5,886003.97,11.36,36.08,18.74,21.88,0.46,104019.1,0.03,15.36,11.03,9.15,13.06,13.93,13.98,770.53,77.58,65.95,65.64,93.64,50.51,42.94,42.74,27.23,23.15,23.04,0.85,1.01,0.4,0.78,1.21,255450.3,8,3,4,0,0
52.48,0,52.48,1007928.34,13.85,33.66,15.45,30.16,0.37,111980.2,0.32,14,9.6,8.04,12.03,12.48,12.46,619.44,52.99,45.7,45.57,68.17,41.22,35.55,35.45,23.87,20.59,20.53,0.93,1.09,0.18,0.76,2.77,258659.6,8,3,4,0,0
67.25,0,67.25,1305511.62,16.13,37.42,39.85,15.15,0.3,132689.4,0.36,14.4,10.35,7.61,11.36,12.82,12.82,629.13,53.03,40.02,39.77,59.35,47.61,35.93,35.71,26.98,20.37,20.24,0.98,1.16,0.05,0.77,1.72,271935.3,8,3,4,0,0
67.23,0,67.23,1888488.47,16.97,51.43,50.71,17.21,0.41,139419.2,0.52,13.46,11.14,7.98,9.89,11.88,11.9,668.36,54.2,39.66,39.3,48.69,52.96,38.76,38.4,31.86,23.32,23.1,1.01,1.25,0,0.63,2.2,293332.5,8,3,4,0,0
67.21,0,67.21,1881543.2,18.98,45.81,29.96,29.02,0.42,142850,0.48,15.58,14.21,10.13,12.49,14.34,14.34,1043.67,57.28,41.44,41.11,50.69,57.28,41.44,41.11,36.48,26.39,26.18,1.44,1.67,0,1.04,1.79,307286.2,8,3,4,0,0
28.98,0,54.21,384658.59,54.92,27.68,7,217.07,0.61,534561.9,0.33,16.93,15.61,13.3,14.58,13.03,13.16,654.92,74.58,61.14,73.8,80.88,72.71,59.6,71.95,26.4,21.64,26.13,0.25,0.63,0.03,0.12,13.1,131897,1,1,0,0,0
25.61,14.03,26,677075.55,85.77,27.79,5.67,420.62,0.89,844741.9,0.22,16.19,15.1,12.48,13.2,13.6,13.75,863.79,102.39,82.98,92.54,97.85,98.57,79.89,89.09,29.54,23.94,26.7,0.37,0.79,0.06,0.26,5.65,148955.6,1,1,0,0,0
37.38,29.52,48.94,401421.36,80.24,17.59,3.06,461.85,0.97,1017088.2,0.23,14.94,13.63,11.08,12.02,12.99,13.25,1027.28,169.52,134.39,142.68,154.73,147.94,117.28,124.51,38.49,30.52,32.4,0.44,0.89,0.2,0.32,33.72,219491.7,1,1,0,0,0
25.56,0,50.26,778886.97,98.45,27.56,5.13,529.33,0.91,1166914.3,0.29,16.37,14.99,11.58,12.24,14.08,14.1,895.09,114.19,86.34,94.84,100.26,104.68,79.15,86.94,29.28,22.14,24.32,0.62,0.98,0,0.5,42.83,184623.4,1,1,0,0,0
25.52,39.87,0.12,1025207.11,24.1,29,5.92,118.05,0.91,1392919.3,0.29,15.04,13.87,10.9,12.15,12.83,13.02,942.62,105.23,81.06,87.99,98.09,105.23,81.06,87.99,27.59,21.25,23.07,0.59,1.06,0,0.42,32.71,206399.4,1,2,0,0,0
19.38,33.92,0,994887,26.67,25.26,4.95,136.22,0.91,1392919.3,0.29,15.86,14.71,11.39,12.32,14.47,14.39,1191.43,109.08,83.58,87.23,94.41,109.08,83.58,87.23,31.17,23.88,24.92,0.77,1.22,0,0.63,33.29,231806.2,0,2,0,0,0
0,0,0,1276896.25,29.87,27.64,5.01,164.74,0.96,1675693.8,0.27,18.45,17.41,13.29,14.09,14.65,14.67,702.63,139.95,102.49,122.76,130.18,139.95,102.49,122.76,37.68,27.6,33.05,0.6,0.98,0,0.46,31.14,272604.6,0,2,0,2,0
23.79,60.75,0,1379198.72,34.64,25.51,4.93,179.14,0.87,2255106.1,0.2,18.02,16.92,12.62,12.82,15.01,15.09,735.1,161.1,117.29,130.01,132.09,161.1,117.29,130.01,38.27,27.86,30.89,0.68,1.03,0,0.55,32.01,295270,0,2,0,0,0
0,18.78,0,2064822.32,37.76,34.73,6.67,196.67,1,2547372.2,0.25,19.05,18.07,12.68,13.41,15.88,15.88,867.41,157.1,104.9,123.28,130.4,157.1,104.9,123.28,40.42,26.99,31.72,0.71,1.05,0,0.59,33.43,326980.9,1,2,0,0,0
0,0,0,1746599.12,44.9,24.62,5.13,215.65,0.98,2898961.4,0.13,18.54,17.55,12.09,12.83,17.21,17.17,1054.14,119.5,82.11,82.71,87.77,119.5,82.11,82.71,42.35,29.1,29.31,1.02,1.44,0,0.78,36,334910,1,2,0,0,0
0,5.13,0,767022,33.68,25.33,3.13,272.5,0.77,2520587,0.15,96.29,33.29,26.55,26.8,-2944.11,-2944.11,33.34,39.14,31.13,31.35,31.64,3.44,2.74,2.76,3.29,2.62,2.64,0.15,0.15,10.3,0.11,2119.08,72.1,6,3,4,0,0
60.95,14.03,19.46,856880.64,35.99,21.4,1.84,417.64,0.97,4004171.1,0.1,96.99,37.9,27.36,27.57,-3137.32,-3137.32,38.13,38.71,27.84,27.84,28.06,4.71,3.39,3.39,4.51,3.25,3.25,0.11,0.11,5.79,0.06,1007.71,82.8,0,6,2,0,0
50.53,0,45.1,370267.16,30.08,11.06,0.75,444.94,1.32,3798495.8,-0.08,96.33,29.02,20.61,20.8,-3653.68,-3653.68,29.14,25.81,18.2,18.31,18.48,3.64,2.56,2.58,3.48,2.45,2.47,0.12,0.12,6.38,0.08,1484.34,108.8,3,4,1,0,0
19.46,0,0,1062113.13,33.79,28.2,2.06,463.01,1.37,3638668.3,-0.02,96.07,33.84,24.45,24.9,-4270.65,-4270.65,34.18,27.94,19.95,20.06,20.43,3.79,2.71,2.72,3.63,2.59,2.6,0.23,0.23,6.35,0.2,4044.32,104.6,2,3,4,0,0
15.09,10.65,0,1281634.71,42.94,25.91,2.33,478.31,1.41,4066780.9,0.12,95.68,37.14,26.96,27.33,-5718.22,-5718.22,37.47,30.31,21.88,21.86,22.15,4.01,2.9,2.89,3.83,2.76,2.76,0.12,0.16,6.73,0.11,4054.24,96.6,2,1,1,0,0
0,0,0,1022745.89,50.4,17.6,1.71,517.52,1.41,4066780.9,0.12,96.13,32.2,23.43,23.77,-6935.19,-6935.19,32.46,31.72,22.91,22.94,23.26,3.93,2.84,2.84,3.72,2.69,2.69,0.09,0.16,7.38,0.08,3142.18,96.9,1,2,1,0,0
25.55,0,0,1205896.65,68,15.37,1.82,575.84,1.49,4894963.2,-0.01,96.35,30.77,22.72,23.34,-7921.05,-7921.05,31.25,30.75,22.3,22.43,23.05,3.91,2.84,2.85,3.68,2.67,2.69,0.09,0.12,6.47,0.09,2646.74,97.4,0,2,0,0,0
25.52,0,0.1,1438286.47,82.19,15.15,1.96,633.97,1.42,5968823.1,0.12,96.23,30.37,22.22,22.75,-9961.15,-9961.15,30.47,28.35,20.59,20.77,21.26,3.77,2.73,2.76,3.54,2.57,2.59,0.08,0.09,6.58,0.08,2978.69,91.9,0,5,5,0,0
49.36,0,0,1827871.24,18.8,16.77,2.27,138.74,1.49,6487841.6,0.03,96.24,31,21.55,23.11,-8231.37,-8231.37,31.27,29.45,20.18,20.39,21.87,3.84,2.63,2.66,3.61,2.48,2.5,0.04,0.05,6.74,0.03,1810.14,125.6,2,3,0,0,0
0,25.79,0,1375483.47,16.14,14.65,1.58,149.48,1.49,7238561,-0.08,96.45,32.21,22.61,25.42,-4110.49,-4110.49,34.38,33.11,21.79,21.83,24.54,4.21,2.77,2.78,3.96,2.6,2.61,0.06,0.07,6.97,0.04,1718.45,265.1,16,3,4,0,0
49.47,10.65,0,565838.31,6.83,22.01,5.12,29.38,0.48,133384.8,0.25,79.48,12.18,10.38,21.34,7.12,0,18.97,24.35,12.91,13.41,27.56,6.79,3.6,3.74,1.89,1,1.04,2.26,2.26,2.93,1.7,2025.25,23084.5,20,3,0,0,0
52.21,13.19,16.72,777652.68,7.97,25.9,6.48,31.85,0.63,175686.4,0.23,81.32,12.46,10.25,19.14,-3137.32,0,19.04,21.72,11.33,11.76,21.95,6.72,3.51,3.64,2.06,1.07,1.12,2.3,2.3,1.87,1.62,1702.9,6404.8,6,4,1,0,0
40.02,0,0.12,697509.04,8.5,21.75,5.1,36.24,0.6,198077.3,0.29,84.08,12.79,9.4,21.01,14.83,0,20.75,16.97,6.98,7.83,17.5,5.91,2.43,2.72,2.09,0.86,0.96,2.61,2.61,1.88,1.6,1552.62,38140.1,3,3,1,0,0
49.36,0,0,1004753.22,10.59,24.85,7.17,36.69,0.49,233904.3,0.3,84.2,16.11,12.13,26.37,85.33,0,28.11,18.13,7.45,7.96,17.3,6.36,2.61,2.79,2.47,1.01,1.08,3.21,3.21,1.83,2.35,2420.44,71.3,7,3,1,0,0
60.4,7.55,22.39,1404086.28,6.46,28.07,8.83,20.55,0.5,258714,0.22,81.7,20.44,15.57,21.96,9.49,0,26.26,16.18,9.27,9.65,13.62,5.56,3.19,3.32,2.24,1.28,1.34,2.55,2.55,1.99,1.87,1880.5,5545.4,3,2,0,0,0
12.75,0.52,0,1773609.55,7.47,30.35,8.67,26.16,0.5,258714,0.22,82.32,21.24,15.6,20.03,56.6,0,23.64,16.88,11.06,11.2,14.38,5.34,3.5,3.54,2.18,1.43,1.44,2.04,2.04,2.32,1.09,1684.54,25134.5,2,1,1,0,0
63.68,0,28.45,2442456.61,9,34.33,10.08,30.67,0.47,294368.3,0.44,82.45,23.47,17.15,21.75,39.32,0,26.23,19.85,12.64,13.1,16.61,6.11,3.89,4.04,2.46,1.56,1.62,2.07,2.07,2.18,1.28,1677.39,1833,6,1,0,0,0
58.17,0,0,2807075.92,10.95,32.23,10.71,32.95,0.34,397095.8,0.47,82.18,25.58,17.97,24.27,169.82,0,29.72,23.02,13.57,14.02,18.95,7.32,4.31,4.46,2.84,1.67,1.73,2.18,2.18,2.11,1.25,1470.48,3901.2,5,4,1,0,0
58.6,0,16.72,2608650.83,12.01,27.1,8.5,38.28,0.49,447171.9,0.34,82.31,25.82,18.24,24.84,-2944.11,0,31.34,24.87,14.19,14.55,19.81,7.95,4.53,4.65,3.07,1.75,1.79,2.08,2.08,2.14,1.36,1343.29,1833,3,3,1,0,0
0,0.52,0,2639886.25,11.65,28.17,6.4,51.26,0.55,506256,0.24,82.51,17.8,14.19,27.15,15.04,0,34.03,27.63,11.22,11.62,22.23,8.99,3.65,3.78,3.38,1.37,1.42,2.35,2.35,2.01,1.69,1723,5545.4,19,3,0,0,0
28.45,15.31,28.45,13415.94,-2.47,22.5,1.27,33.1,0.87,176679.6,0.14,21.91,19.81,13.49,14.79,20.23,20.5,1570.57,39.89,27.22,27.86,30.53,39.24,26.77,27.41,27.15,18.53,18.96,0.44,1.3,0.02,0.26,20.6,195050.6,11,3,0,0,0
28.45,0,28.45,25168.88,1.05,75.31,2.27,34.7,1.39,233193.3,-0.11,23.06,20.79,14.1,16.04,20.63,20.68,1065.56,39.07,26.83,27.88,31.72,38.36,26.34,27.37,26.74,18.36,19.08,0.72,1.62,0.02,0.52,11.81,214673.8,20,4,0,0,0
25.63,18.78,25.63,11466.5,4.23,7.64,0.8,40.24,1.48,276762.1,-0.16,22.95,20.28,13.71,16.97,20.62,21.18,1322.92,36.26,24.97,25.45,31.48,35.72,24.6,25.06,24.99,17.21,17.54,0.77,1.74,0.01,0.56,19.8,232478.4,20,6,0,0,0
22.17,0,22.17,70044.08,8.82,19.34,3.23,52.76,1.5,354300.4,0.14,24.98,22.27,15.01,16.79,23.67,23.27,1364.48,42.43,29.21,29.34,32.82,41.99,28.91,29.04,27.26,18.77,18.85,0.78,1.35,0.01,0.64,19.57,263996.3,11,6,2,0,0
19.54,0,19.54,122824.56,12.46,21.17,3.21,82.11,1.5,456905.9,0.61,25.52,23.14,15.86,17.88,23.88,24.15,1272.64,48.61,33.45,33.35,37.59,48.28,33.22,33.13,29.58,20.35,20.3,0.76,1.41,0.01,0.65,33.94,308192.8,20,5,0,0,0
19.46,14.03,19.46,149977.21,16.13,19.89,3.4,94.24,1.5,456905.9,0.61,27.03,24.66,17.08,19.16,25.21,25.31,1082.73,51.36,35.64,35.58,39.93,51.09,35.44,35.39,32.23,22.36,22.33,0.91,1.56,0,0.79,37.98,352208.9,19,5,1,0,0
15.29,0,15.29,211658.34,10.66,37.97,2.91,139.28,1.44,576724.8,0.79,26.9,24.79,17.19,19.6,24.7,25.25,1111.23,52.18,36.26,36.21,41.28,51.97,36.12,36.07,33.47,23.26,23.23,1.02,1.68,0,0.88,45.54,421055.1,13,4,1,0,0
15.21,0,15.21,263353.78,26.79,18.71,3.05,164.54,1.43,871896.8,0.72,28.51,26.41,18.22,19.8,26.82,26.68,1150.58,52.23,35.96,36.39,39.54,52.08,35.85,36.28,34.12,23.49,23.77,1.11,1.77,0,0.9,41.5,470686.6,20,5,0,0,0
15.09,0,15.09,467239.81,33.91,26.02,4.56,193.66,1.31,1119884.9,0.48,28.98,26.95,18.5,20.96,26.34,26.67,878.35,49.18,33.83,33.88,38.39,49.08,33.76,33.81,33.19,22.83,22.86,1.34,2.03,0,1.16,72.86,503890.1,9,5,4,0,0
16.72,32.63,16.72,575708.78,38.31,25.26,3.32,291.02,1.31,1430679.6,0.39,28.87,26.81,17.32,19.35,26.41,26.51,816.08,40.19,26.05,25.94,28.98,40.13,26.02,25.9,30.47,19.75,19.66,2.25,3.66,0,1.91,60.97,519445.7,14,3,1,0,0
16.54,0,0,1149572.77,57.64,34.92,12.02,167.46,1.15,91240,-0.16,81.36,5.86,3.7,11.2,-9961.15,0,5.83,10.4,-0.51,6.99,21.15,4.41,-0.22,2.96,0.52,-0.03,0.35,4.32,4.34,1.36,3.46,3033.71,5545.4,0,1,2,0,0
16.52,0,0,818039.73,73.08,19.57,6.06,235.84,0.56,172610,0.1,83.35,5.24,3.44,8.88,74.81,0,7.06,13.93,3.08,6.93,17.86,5.39,1.19,2.68,0.69,0.15,0.34,3.41,3.41,1.79,2.54,2170.52,72.1,0,1,1,0,0
16.49,0.02,0,758484.26,99.7,13.28,4.26,310.9,0.49,212560,0.24,80.94,8.13,5.3,12.02,74.81,0,13.47,29.39,11.82,11.69,26.5,10.16,4.09,4.04,1.48,0.59,0.59,4.49,4.49,1.97,3.35,2391.39,1833,0,1,1,0,0
16.05,0,0.12,1500610.26,95.57,27.36,6.81,384.02,0.48,261660,0.23,78,16.18,10.63,17.2,0.12,0,21.88,39.84,20.15,19.49,31.53,12.62,6.38,6.18,2.29,1.16,1.12,3.09,3.09,2.28,2.45,2155.57,72.1,0,1,1,0,0
16.04,6.22,0,1858385.06,112.22,28.84,7.58,426.74,0.46,291130,0.28,77.92,20.43,13.41,18.76,85.33,0,23.33,32.8,19.37,19.28,26.96,11.95,7.05,7.02,2.44,1.44,1.43,4.1,4.11,1.44,3.37,2065.96,3901.2,0,1,2,0,0
16.04,3.15,0,1645140.24,129.58,22.11,5.45,526.13,0.46,291130,0.28,80.1,18.72,12.6,16.4,-7921.05,0,15.89,22.63,9.17,19.23,25.04,8.37,3.39,7.12,1.84,0.74,1.56,1.85,1.85,1.92,1.42,1506.34,5545.4,0,1,3,0,0
16.04,0,0.12,1659485.1,166.66,17.34,4.54,636.81,0.45,361650,0.16,79.84,18.89,12.71,16.64,18.22,0,21.83,30.45,17.68,17.78,23.26,12.08,7.02,7.06,2.78,1.62,1.62,1.72,1.72,1.28,1.39,1423.86,23084.5,0,1,3,0,0
15.94,0,0,1882834.25,177.19,18.5,4.47,733.03,0.49,532110,0.29,79.43,20.98,13.88,18.38,63.92,0,24.37,30.63,17.53,17.53,23.21,12.21,6.99,6.99,3.07,1.76,1.76,1.39,1.39,1.71,1.01,1131.12,5545.4,0,1,3,0,0
13.08,0,0,2545703.77,100.93,21.96,5.3,418.54,0.52,624510,0.17,77.7,22.01,14.57,19.94,27.62,0,25.63,33.34,19,18.98,25.97,11.61,6.62,6.61,3.18,1.81,1.81,1.28,1.28,2.01,0.73,1371.37,25134.5,0,1,3,0,0
12.75,0,0,2797563.75,54.27,22.44,4.58,265.93,0.5,733530,0.19,76.82,22.87,15.07,19.36,29.7,0,26.72,29.25,16.54,16.59,21.3,11.02,6.23,6.25,3.17,1.79,1.8,1.67,1.67,1.44,0.89,1005.46,23084.5,5,3,0,0,0
74.14,66.12,26,8201.34,11.91,17.57,0.56,84.69,1.31,69872.7,0.44,34.83,31.19,27.7,30.23,32.33,32.33,1141.06,45.87,40.51,41.88,45.72,45.87,40.51,41.88,37.43,33.06,34.18,4.73,4.73,0,3.07,219.16,131490,5,3,0,1,1
48.98,54.14,21.85,11466.5,-55.59,17.01,1.8,29.38,1.7,508506.6,-0.59,35.97,32.42,26.89,28.56,31.98,31.98,758.35,41.65,33.91,36.26,38.52,41.65,33.91,36.26,33.92,27.62,29.54,2.92,2.92,0,1.79,206.77,156480,5,3,0,1,1
28.98,54.14,0,34292.69,71.29,26.57,1.45,202.4,1.95,162263.9,0.63,37.09,31.76,27.09,28.72,34.49,34.49,794.5,43.36,36.49,37.18,39.42,43.36,36.49,37.18,35.23,29.65,30.22,4.47,4.47,0,2.95,232.87,202970,6,3,0,1,1
74.12,90.91,21.66,47070.78,10.59,21.17,3.78,8.75,1.39,48261.4,0.03,38.55,34.94,25.88,26.86,34.81,34.81,785.15,37.68,27.53,29.13,30.24,37.68,27.53,29.13,31.66,23.13,24.47,5.27,5.27,0,3.81,275.04,211400,7,3,0,2,1
83.16,54.14,56.21,80766.48,10.41,5.58,1.7,34.29,0.86,142254.4,0.44,36.05,33.25,24.28,26.55,33.16,33.16,772.24,37.9,27.69,27.69,30.27,37.9,27.69,27.69,31.91,23.31,23.31,4.87,4.88,0,3.47,310.95,253850,7,3,0,2,1
83.27,61.25,48.83,69932.8,8.65,5.82,1.23,41.06,2.03,142254.4,0.61,37.22,34.68,25.16,27.87,32.39,32.39,490.09,43.19,31.22,31.22,34.58,43.19,31.22,31.22,35.9,25.95,25.95,4.61,4.61,0,3.3,316.89,312540,7,3,0,3,1
83.27,67.3,54.21,54932.32,6.36,6.22,0.87,45.53,2.03,167745,0.15,34.37,31.62,23.34,25.77,30.28,30.28,540.87,37.6,27.72,27.7,30.59,37.6,27.72,27.7,31.12,22.94,22.92,4.75,4.76,0,3.34,280.9,367650,7,3,0,3,1
71.75,93.15,0,29445.39,2.15,9.84,0.49,43.59,1.73,203602.5,-0.58,32.99,29.87,21.72,24.24,29.09,29.09,553.69,36.13,26.04,26.09,29.11,36.13,26.04,26.09,29.24,21.07,21.11,3.46,3.81,0,2.37,235.66,443580,6,3,0,1,1
71.64,93.3,0,23264.64,2.56,6.55,0.37,45.74,1.91,195628,-0.73,35.63,33.12,23.75,26.12,30.36,30.36,504.34,36.62,25.71,26.98,29.67,36.62,25.71,26.98,28.54,20.04,21.03,2.82,3.12,0,1.86,264.12,473400,5,3,0,1,1
71.64,93.3,0,11667.04,-1.6,24.98,0.19,43.25,1.93,184670.9,-0.68,33.2,31.26,22.13,23.43,29.36,29.36,640.26,32.14,22.92,23.34,24.71,32.14,22.92,23.34,25.81,18.41,18.75,3.94,3.94,0,2.62,280.56,540340,7,3,0,3,1
28.01,93.55,54.21,13673.92,5.92,28.62,5.36,31.61,1.17,5603.2,0.71,13.39,64.44,0,51.59,11.9,0,-76372.13,53.8,38.75,28.48,14.26,52.96,40.66,36.63,22.01,18.77,15.16,1.96,2.35,14.37,1.79,691.98,3901.2,11,1,0,0,1
26.94,0,67.21,12960.84,8.92,17.9,3.8,42.03,1.18,9049.3,1.07,-106.49,-1466.23,-1476.62,-116.88,-3653.68,0,-1466.23,-84.82,70.81,-137.5,130.4,-20.62,9.16,-16.08,0.68,16.56,1.89,0.02,0.59,0.21,0.02,290.91,23084.5,11,1,0,0,1
26.83,24.81,52.48,4434.78,9.76,5.56,1.06,51.02,1.39,12485.2,0.34,58.3,53.03,46.59,49.03,56.96,56.96,1694.2,27.61,24.26,24.26,25.53,13.75,12.08,12.08,11.48,10.08,10.08,0.4,1.5,1.62,0.38,275.77,5545.4,11,1,0,0,1
26.81,80.82,0,13321.62,11.13,14.59,2.65,61.31,1.45,15293.3,0.33,92.68,88.66,73.59,76.03,92.43,92.43,2692.34,36.59,30.37,30.38,31.39,10.73,8.9,8.91,8.82,7.32,7.33,0.96,1.91,2.91,0.89,10064.6,6404.8,12,1,0,0,1
27.6,65.36,0,6652.22,13.53,5.99,1.11,73.22,1.44,18078.6,-0.16,65.2,64.44,51.28,51.59,65.33,65.33,10745.61,53.8,43,42.67,42.92,19.27,15.4,15.28,15.13,12.09,12,0.92,1.98,1.33,0.58,687.87,27767.1,12,1,0,0,1
27.74,79.71,22.8,3198.12,11.83,3.29,0.48,80.69,1.44,18078.6,-0.16,52.68,50.59,40.55,40.22,52.3,52.3,15317.29,30.26,24.25,24.47,24.28,13.3,10.66,10.76,10.29,8.24,8.32,0.41,1.48,1.23,0.12,123.21,31556.6,12,2,1,0,1
27.79,77.2,0,2221.02,8.04,3.36,0.31,85.93,1.45,24594.9,-0.54,45.42,26.37,21.09,21.54,45.12,45.12,5172.37,14.5,11.61,11.62,11.86,6.38,5.11,5.11,4.8,3.84,3.84,0.43,1.45,1.31,0.04,47.15,32743.4,15,2,1,0,1
27.11,79.59,0.09,2649.22,4.1,7.85,0.35,91.55,1.8,42059.6,-0.44,29.21,1.67,-1.37,2.31,39.32,39.32,3710.54,6.5,4.89,-0.75,1.26,2.76,2.08,-0.32,2,1.51,-0.23,0.46,1.56,1.39,0.06,68.63,33186.9,17,2,1,0,1
23.79,70.79,0,2814.86,-24.56,16.39,0.47,54.74,1.95,51302.5,-0.78,48.26,13.16,10.9,14.03,54.74,48.1,10574.5,6.82,5.72,5.72,7.37,2.84,2.39,2.39,2.12,1.78,1.78,0.39,1.4,1.4,0.01,25.24,32478.4,17,2,2,0,1
23.79,85.41,0,1193.85,-45.84,34.73,1.24,8.78,2.25,59790.2,-0.71,34.05,-16.2,-12.71,-14.99,47.07,38.66,-18909.25,-5.29,-3.6,-5.78,-6.81,-2.14,-1.45,-2.33,-1.72,-1.17,-1.88,0.45,1.99,1.56,0.01,6.16,27997.9,17,2,2,0,1
55.59,0,67.25,156440.59,4.25,112.9,10.97,43.74,1,101777.9,0.81,14.06,8.48,5.32,6.08,14.68,14.05,10751.81,45.19,27.95,27.62,31.6,24.95,15.43,15.25,13.93,8.62,8.51,0.83,0.96,0.58,0.02,3.8,10249.8,7,0,0,0,0
52.55,13.19,52.55,216644.11,8.49,74.02,6.03,104.26,1.19,283153,0.41,13.05,8.26,4.84,5.4,13.24,13.28,7911.84,39.24,23.63,22.14,24.67,24.12,14.52,13.61,14.81,8.92,8.36,0.84,0.94,0.66,0.02,4.11,13991.5,10,1,0,0,0
52.39,0.03,56.21,97807,7.3,38.77,2.5,112.98,1.49,287118.6,0.35,13.56,7.24,4.57,5.1,13.01,13.19,1719.32,33.47,21.12,21.12,23.59,19.69,12.43,12.42,11.75,7.42,7.42,0.78,0.93,0.73,0.03,7.14,17385.1,14,1,0,1,0
48.23,0.03,48.83,260775.37,15.66,47.83,5.74,130.4,1.5,374363.2,0.26,13.1,6.89,4.37,5.66,12.42,12.36,806.06,31.3,19.88,19.82,25.64,18.16,11.54,11.5,10.35,6.58,6.56,0.89,1.11,0.72,0.04,8.44,20633.3,16,4,0,1,0
