PROMSHR,PROMPLEDG,FORPROM,Market.Capitalisation,EPS,P.E,P.B,BVS,Beta,TA,Alpha,PBDITAINC,PBTINC,PATINC,CASHPRFINC,PBDITAMARG,OPMARG,OPRFINCOS,PBPTEQ,ROE,RONW,CASHROE,PBPTCE,ROCE,PATCE,PBPTTA,ROTA,PATTA,QR,CR,DE,CASHCL,CASHCOS,TURNOVER,NAT,PVT,FORGN,OTHERS,Target
69.42,0,2.46,490519.4,8.89,11.91,1.84,57.48,0.75,957529,0.1,62.38,33.61,22.51,51.2,60.02,60.04,1127.17,34.88,16.44,17.83,40.55,34.23,16.13,17.49,18.97,8.94,9.7,1.23,1.66,0,0.76,112.22,865789,12,4,0,0,0
57.9,0,0,549578.49,8.62,12.18,1.59,65.87,0.77,1463320.9,-0.13,60.86,33.85,23.21,51.86,58.44,58.37,1082.7,28.79,15.59,17.09,38.18,28.79,15.59,17.09,16.27,8.81,9.66,1.05,1.46,0,0.57,90.03,880997.1,13,4,0,0,0
57.9,0,0.1,759626.82,9.55,15.2,1.99,72.95,0.82,1669985.5,0.04,57.54,29.33,19.16,47.74,55.2,55.31,1111.95,25.55,11.89,12.7,31.64,25.42,11.84,12.64,15.09,7.03,7.5,0.87,1.25,0.01,0.14,69.91,864155.4,13,4,0,0,0
57.9,5.11,0,727714.12,11.36,12.24,1.66,83.62,0.89,1885054,0.08,49.15,26.97,18.34,37.71,48.52,48.5,865.77,19.41,10.83,10.82,22.24,19.31,10.78,10.77,11.94,6.66,6.66,1.06,1.39,0,0.53,119.69,805370.5,13,4,0,0,0
50.98,0.29,0,1906806.73,79.88,17.13,3.55,385.95,1.15,932168.7,-0.21,82.58,35.67,29.52,49.53,80.07,80.07,404.57,12.32,10.21,11.58,19.42,4.5,3.73,4.23,3.87,3.2,3.63,0.43,0.45,1.87,0.17,271.45,36131.5,2,3,1,0,0
51.37,0,0,3291787.26,133.87,16.92,4.17,542.74,0.91,1501494.4,0.39,76.42,33.04,27.6,52.39,79.7,79.7,488.59,14.79,12.99,11.57,21.97,5.28,4.64,4.13,4.56,4,3.57,0.67,0.7,1.74,0.26,347.51,46364,2,3,1,0,0
49.03,0,28.45,2397209.47,99.42,15.32,2.09,727.66,1.05,2459531.6,0.43,80.16,29.11,23.75,41.02,79.11,79.11,175,15.86,13.34,11.7,20.21,5.45,4.59,4.02,4.64,3.9,3.42,0.68,0.71,2.06,0.23,382.77,57135.4,2,3,1,0,0
44.76,0,0,3514507.81,49.65,21.65,2.74,392.51,1.03,2512493.8,0.37,82.07,34.82,26.87,55.72,81.06,81.06,699.65,17.21,13.6,13,26.96,5.55,4.39,4.19,4.51,3.56,3.41,0.5,0.52,2.13,0.21,357.35,71614.7,2,3,1,0,0
44.72,0,0,3429841.29,62.15,16.86,2.35,446.25,1.01,2849000,0.24,83.97,41.78,29.42,58.15,81.04,81.04,516.54,19.64,14.08,14.2,28.06,6.55,4.69,4.73,5.3,3.8,3.83,0.86,0.91,1.9,0.37,364.57,84093.5,2,3,1,0,0
44.75,0,0,2447166.66,64.94,11.52,1.51,493.99,1.01,2849000,0.24,86.65,42.51,30.07,57.92,83.68,83.68,558.91,20.02,14.35,14.46,27.84,6.47,4.64,4.67,5.25,3.77,3.79,0.58,0.62,2.27,0.19,199.11,101285.9,2,3,1,0,0
45.34,0,0.1,2498016.86,61,12.68,1.42,543.07,1.06,2952250,-0.02,86.01,41.79,31.33,58.3,82.81,82.81,633.4,22.12,16.66,17.03,31.69,6.42,4.84,4.94,5.16,3.89,3.97,0.35,0.41,2.6,0.13,114.7,128052.1,2,3,1,0,0
45.3,0,0,3004052.78,68.2,13.63,1.52,609.78,0.99,3677440,-0.17,85.59,39.79,28.56,57.39,83.37,83.37,905.78,20.49,14.86,14.8,29.74,5.86,4.25,4.24,4.72,3.42,3.41,0.41,0.46,2.41,0.24,253.1,152492.1,2,3,1,0,0
45.24,0,15.21,2668472.52,70.32,11.73,1.23,668.05,1.06,3980640,-0.24,86.62,35.29,27.92,56.97,85.33,85.33,927.85,17.27,13.76,13.66,27.88,5,3.98,3.96,4,3.19,3.17,0.31,0.35,2.49,0.1,99.2,171942.5,3,3,5,0,0
46.53,0,0,3387003.35,84.62,12.35,1.33,783.83,1.09,4821120,-0.09,89.4,35.16,27.74,57.62,88.7,88.7,1169.37,18.14,14.52,14.53,30.19,5.21,4.17,4.17,4.18,3.34,3.35,0.43,0.48,2.48,0.08,101.81,207593.4,3,3,5,0,0
59.73,0,42.27,522562.16,74.24,13.37,1.7,583.17,0.98,4941606,0.07,17.55,12.23,10.05,14.89,17.14,17.24,3722.64,27.19,22.45,22.44,33.23,18.54,15.3,15.3,14.22,11.74,11.73,0.22,0.68,0.45,0.07,6.5,1183537.1,8,1,4,0,0
59.73,10.65,26,1009626.41,106.34,15.04,2.06,776.48,1.05,7221250.9,0.05,19.88,15.81,13.37,17.27,16.26,16.05,351.49,32.32,27.43,27.49,35.53,22.24,18.88,18.92,17.36,14.73,14.76,0.4,0.85,0.45,0.19,12.81,1392694.6,2,0,4,0,0
59.41,0,48.83,677131.5,142.8,7.47,1.17,912.73,1.05,9650429.6,0.11,24.81,12.43,10.31,15.04,23.87,23.93,920.29,19.14,16.03,15.69,22.88,12.22,10.24,10.02,9.74,8.16,7.99,0.69,1.05,0.64,0.56,61.9,1463280.7,3,0,4,0,0
59.41,8.99,52.5,1319921.02,144.41,14.4,2,1038.76,1.06,10539566.1,0.15,16.29,10.1,7.97,13.77,14.66,14.95,659.3,16.95,13.37,13.37,23.08,10.86,8.56,8.56,8.64,6.81,6.81,0.78,1.38,0.49,0.49,26.97,2003997.9,0,0,5,0,0
59.4,0.29,26,1757613.71,114.56,24.16,2.7,1023.4,1.09,12246938.1,0.31,15.74,9.63,7.74,13.21,14.44,14.62,738.46,18.44,14.83,14.78,25.23,12.51,10.06,10.03,9.7,7.8,7.77,0.84,1.3,0.46,0.59,42.21,2586510,3,1,4,0,0
61.58,0,56.21,1405838.94,99.67,21.02,1.75,1200.26,1.09,12246938.1,0.31,11.55,7.44,5.79,9.25,9.93,9.95,423.38,16.61,13,12.97,20.7,11.53,9.02,9,8.98,7.03,7.01,1.24,1.83,0.42,0.97,45.53,3397920,0,0,4,0,0
62.31,0,15.59,1417831.41,215.48,9.62,1.45,1429.18,1.14,13377094.4,0.28,10.23,6.93,5.54,8.04,8.22,8.29,326.73,15.39,12.31,12.28,17.84,10.9,8.72,8.7,8.63,6.91,6.89,1.08,1.65,0.4,0.94,51.67,3711190,1,0,4,0,0
58.6,0,54.21,1432151.16,127.14,15.09,1.21,1584.34,1.41,17945700.9,-0.11,9.71,6.78,5.36,7.51,7.7,7.69,308.97,14.82,11.72,11.69,16.39,10.35,8.19,8.17,8.14,6.43,6.42,0.81,1.3,0.46,0.7,31.92,4013020,1,0,5,0,0
58.6,0,0,1993350.16,13.76,19.4,1.55,172.04,1.56,20514956.3,-0.07,11.61,8.44,6.5,9.16,9.41,9.36,338.59,14.27,11.01,11,15.49,9.82,7.57,7.57,7.7,5.94,5.94,0.74,1.16,0.45,0.68,13.24,3408140,17,5,5,0,0
61.32,6.22,0,1549251.91,4.73,41.1,1.07,180.97,1.63,23615268.9,-0.25,18.3,13.9,10.57,14.3,16.04,15.78,469.14,15.26,11.66,11.65,15.76,10.63,8.13,8.12,8.15,6.23,6.22,0.44,0.66,0.42,0.39,10.78,2512410,1,9,4,0,0
68.31,7.41,42.27,202934.82,30.43,34.64,8.34,126.37,0.53,36102.1,0.44,74.3,17.06,10.16,17.37,-7921.05,0,20.29,30.04,16.14,15.41,26.33,11.77,6.32,6.04,1.67,0.9,0.86,1.72,1.73,1.79,1.16,1602.09,1833,2,3,1,0,0
63.71,5.1,20.57,255043.12,48.94,25.16,6.06,203.15,0.44,54743.8,0.61,79.58,17.86,11.51,17.02,15.01,0,21.35,30.58,16.72,16.75,24.76,11.74,6.42,6.43,1.91,1.04,1.04,1.52,1.52,1.49,1.02,1952.76,71.3,2,3,1,0,0
63.71,0.6,22.8,230385.92,60.91,18.26,4.47,248.72,0.38,62941.4,0.44,80.47,18.53,11.92,15.42,80.07,0,21.51,30.4,16.95,17.05,22.06,12.31,6.87,6.91,1.93,1.07,1.08,2.02,2.02,1.45,1.49,2426.37,5545.4,2,3,1,0,0
63.72,0.52,42.27,370655.49,43.36,41.27,6.48,276.08,0.33,66093.3,0.46,77.69,16.01,10.54,16.17,80.07,0,21.26,29.48,14.8,14.8,22.71,11.74,5.9,5.9,1.81,0.91,0.91,1.7,1.7,1.56,1.23,1547.71,1833,2,3,1,0,0
63.72,0.35,26,457520.11,13.34,33.12,6.85,64.51,0.34,76211.5,0.37,76.57,15.22,8.41,19.33,85.33,0,23.57,34.62,11.11,12.62,29.01,12.82,4.12,4.68,1.99,0.64,0.73,2.19,2.19,1.84,1.63,1869.57,1833,2,3,1,0,0
63.72,0.37,0,589763.92,15.41,36.95,7.46,76.35,0.34,76211.5,0.37,79.47,15.17,9.59,21.01,74.81,0,24.74,40.22,15.6,15.75,34.49,15.13,5.87,5.92,2.33,0.9,0.91,1.96,1.96,1.52,1.28,1363.52,32743.4,3,3,5,0,0
63.68,0.29,54.21,847468.49,14.53,56.3,9.84,83.2,0.31,92885,0.41,79.46,14.59,10.32,19.99,74.81,0,22.79,33.88,15.48,15.47,29.98,12.91,5.9,5.9,2.13,0.97,0.97,2.05,2.05,1.71,1.45,1436.05,23084.5,3,3,5,0,0
63.65,0.25,0.1,1187501.83,0.23,2474.48,16.03,35.77,0.35,146498.9,0.6,77.75,10.41,6.95,17.92,-8231.37,0,19.29,27.32,8.75,10.04,25.88,10.41,3.33,3.83,1.76,0.56,0.65,1.88,1.88,1.55,1.42,1341.75,171942.5,6,3,5,0,0
63.56,1.13,21.85,2117247.31,-7.13,1182.74,9.31,109.78,0.45,389710.1,0.67,78.95,10.99,7.44,18.21,-3653.68,0,21.38,29.53,8.23,10.49,25.68,11.56,3.22,4.11,1.92,0.53,0.68,2.63,2.63,1.56,1.93,1800.2,39506.8,7,3,4,0,0
54.97,1.66,0,1972193.67,-4.23,44.84,9.01,90.94,0.5,358723.1,0.48,79.46,7.27,5.09,20.88,29.02,0,19.88,26.81,2.73,7.22,29.59,9.19,0.94,2.47,1.67,0.17,0.45,2.53,2.53,2.24,1.81,1919.94,17319.8,7,3,4,0,0
81.65,6.22,52.55,1204865.25,35.53,34.65,14.54,84.69,0.5,74888.3,0.33,28.26,25.91,25.44,27.63,-2.93,-3,84.76,30.34,31.48,32.16,34.93,17.64,18.3,18.69,15.29,15.86,16.2,3.56,4.19,0.44,2.29,241.16,17221.3,7,2,1,0,0
77.55,0,51.42,793555.25,42.1,19.26,7.28,111.43,0.5,148061.9,0.04,33.34,31.47,30.33,32.16,8.18,8.24,115.42,31.52,30.46,30.47,32.31,26.8,25.9,25.91,21.79,21.06,21.07,2.02,2.37,0.02,0.95,155.64,24273.5,15,6,4,0,0
76.21,16.18,1.05,528449.67,46.85,11.53,3.96,136.38,0.54,186106.4,-0.02,33.15,31.49,30.76,32.37,2.94,2.97,101.81,26.95,26.96,27.04,28.46,26.59,26.6,26.68,21.43,21.44,21.5,2.96,3.45,0,2.1,164.07,28336.5,8,3,3,0,0
74.12,15.31,52.11,1528198.15,28.65,27.25,10.18,76.72,0.5,227606.8,0.22,39.63,35.4,33.52,36.04,13.31,13.53,117.87,17.23,16.53,16.54,17.78,17.15,16.45,16.46,14.52,13.92,13.93,4.06,4.83,0.01,3.06,19.13,18686.5,1,3,4,0,0
74.05,14.03,54.21,2314413.83,38.62,30.62,11.88,99.53,0.5,262262.2,0.34,45.04,43.08,41,43.29,7.49,7.49,106.28,23.27,22.28,22.32,23.57,23.12,22.14,22.18,20.28,19.41,19.45,4.37,5.49,0.01,3.62,237.98,20046.4,17,3,3,0,0
73.98,5.49,26,2285740.54,53.93,21.65,8.19,142.53,0.5,262262.2,0.34,41.94,38.85,38.21,40.02,8.17,8.44,104.05,27.82,27.39,23.34,24.45,27.65,27.22,23.2,23.96,23.58,20.1,2.89,3.56,0.01,2.13,205.87,24882.1,7,3,6,0,0
73.96,4.78,0,3076359.96,62.69,25.07,8.91,176.41,0.5,344199,0.29,29.07,23.77,18.52,23.05,19.26,19.34,200.16,8.57,6.59,6.59,8.21,8.52,6.56,6.56,7.13,5.49,5.49,1.89,2.67,0.01,1.19,76.35,24522.3,2,3,0,0,0
73.9,1.8,48.94,4168662.82,96.7,22.01,9.46,224.9,0.49,578864.4,0.71,-77.22,-88.26,-89.12,-84.74,8.25,8.29,46.58,1.06,0.63,-37.23,-35.39,0.91,0.54,-32.05,0.67,0.4,-23.4,1.06,1.29,0.33,0.24,18.13,29958.8,20,2,3,0,0
73.9,1.98,0.1,4988978.1,95.85,26.57,10.98,231.87,0.51,635569.8,0.43,-1.38,-18.37,-17.37,-11.41,-4.16,-4,-759.22,-10.1,-9.78,-9.76,-6.42,-7.74,-7.49,-7.48,-5.69,-5.51,-5.5,0.24,0.44,0.3,0.05,16.43,82663.5,8,2,1,0,0
73.42,3.15,0,4957695.22,117.24,21.46,7.63,329.67,0.53,779480,0.31,4.49,-13.23,-13.29,-6.17,0.25,0.25,-212.56,-3.98,-4.55,-4.87,-2.26,-3.1,-3.55,-3.79,-2.37,-2.72,-2.91,0.28,0.54,0.27,0.03,7.53,77537.8,7,0,0,0,0
33.43,0,21.85,280455.84,46.26,15.73,4.06,179.43,0.88,162263.9,0.63,29.88,27.53,24.78,27.03,28.88,28.87,2233.66,60.78,54.95,54.98,59.96,60.4,54.6,54.63,45.49,41.12,41.15,1.79,1.8,0.01,0.25,18.48,149446.4,6,3,5,0,0
33.42,0,20.57,240342.44,51.31,12.15,3.08,202.69,0.84,261608.9,0.02,30.41,27.84,23.28,23.95,26.32,26.32,746.51,52.94,43.45,47.55,48.93,52.47,43.07,47.13,39.24,32.21,35.25,2.34,2.34,0.01,0.83,13.78,182936.7,7,3,4,0,0
41.73,32.63,0.09,81104.83,20.83,8.66,0.66,273.55,1.02,382686.3,-0.44,28.43,23,20.6,20.62,27.18,27.18,1999.05,42.71,37.81,38.73,38.76,42.26,37.41,38.32,31,27.44,28.11,1.7,1.71,0.01,0.6,34.92,224079,7,3,4,0,0
37,24.02,28.45,382672.25,44.1,17.14,2.57,293.78,1.13,513273,-0.03,30.86,27.22,23.95,24.99,29.65,29.65,1747.62,45.94,39.54,39.62,41.33,45.5,39.16,39.24,31.5,27.11,27.16,1.42,1.42,0.01,0.77,73.96,230472.8,15,5,4,0,0
34.83,23.47,15.11,671494.67,33.66,37.06,3.38,369.51,1.16,550111.1,0.06,30.92,28.75,25.29,26.15,29.7,29.7,1593.46,49.96,43.83,43.89,45.37,49.57,43.48,43.54,35.18,30.86,30.91,1.55,1.69,0.01,0.56,96.42,292770.2,15,5,4,0,0
34.81,8.38,0.12,742077.83,4.4,62.63,3.61,76.42,1.16,550111.1,0.06,35.32,32.46,26.59,27.06,29.93,29.93,431.28,60.43,49.35,49.62,50.5,59.96,48.97,49.24,44.08,36,36.2,1.72,1.84,0.01,0.43,76.8,381061.1,15,5,4,0,0
34.71,7.55,0.12,729306.45,4.07,66.18,3.64,74.08,1.23,554327.9,0.29,32.67,30.92,25.24,26.63,29.99,29.99,725.37,55.5,45.39,44.69,47.15,55.05,45.02,44.32,40.99,33.52,33.01,2.01,2.43,0.01,0.46,61.84,484300.4,15,5,4,0,0
34.33,6.22,0,1090169.67,0.59,669.97,5.72,69.64,1.52,541691.9,0.61,36.49,33.67,26.95,29.22,33.42,33.42,618.98,61.62,49.51,48.29,52.35,61.31,49.26,48.05,46.7,37.53,36.6,2.6,2.73,0,1.08,115.91,646807.8,14,5,4,0,0
34.33,6.54,0,1505055.38,-17.45,51.43,10.21,53.87,1.42,546764.3,0.37,32.79,30.71,24.01,25.99,28.77,28.77,548.14,53.85,41.97,41.91,45.36,53.62,41.79,41.73,39.67,30.92,30.88,2.3,2.38,0.01,1.05,114.96,735850,14,5,4,0,0
33.01,6.44,0,1115326.75,0.33,1182.74,4.79,80.57,1.41,624941.7,0.11,34.48,32.7,25.75,27.38,31.65,31.65,802.68,53.2,41.86,41.81,44.47,52.99,41.69,41.64,41.52,32.66,32.63,4.55,4.58,0,2.5,41.58,858670,15,6,4,0,0
30.52,4.49,15.21,260980.6,66.4,6.77,1.83,245.78,1.11,192895.4,0.14,11.69,7.99,5.94,8.84,8.21,8.3,259.49,41.25,30,31.04,46.13,26.39,19.19,19.85,14.23,10.35,10.7,0.22,0.49,0.59,0.1,10.15,310007.1,7,1,1,0,0
33.94,6.54,15.11,506404.52,63.77,10.87,2.32,298.77,1.16,551720.1,0.15,12,7.6,5.99,10.17,8.08,8.07,220.52,37.41,27.02,27.71,47.07,21.97,15.87,16.28,11.99,8.66,8.88,0.38,0.57,0.8,0.25,27.92,324347.8,7,3,1,0,0
33.95,39.87,0,150502.05,71.29,2.89,0.61,338.13,1.35,691031.7,-0.14,11.72,3.41,3.37,6.97,6.63,6.58,71.31,9.88,9.29,10.08,20.84,5.03,4.73,5.13,3.1,2.91,3.16,0.18,0.31,1.06,0.07,14.65,285132.8,3,1,1,0,0
31.32,35.06,0,561296.06,56.62,11.17,1.52,416.6,1.43,744823.4,-0.12,15.84,7.01,5.55,9.14,10.76,10.93,143.35,23.32,16.36,16.41,27.02,11.16,7.83,7.85,7.11,4.99,5,0.24,0.38,1.11,0.1,17.87,381618.7,7,0,0,0,0
30.6,0,0,595192.57,71.79,8.64,1.27,487.55,1.42,906913.4,0.03,10.23,4.26,3.51,6.41,9.09,9.16,391.61,13.63,10.37,10.37,18.93,7.06,5.37,5.37,4.48,3.41,3.41,0.34,0.58,0.8,0.13,17.9,510050.7,6,0,1,0,0
31.35,3.28,15.29,456859.28,70.68,6.66,0.87,541.74,1.42,906913.4,0.03,8.21,2.24,2.08,4.83,7.12,7.19,241.11,8,6.32,6.32,14.7,4.4,3.48,3.48,2.85,2.25,2.25,0.4,0.62,0.84,0.2,11.42,591991.7,2,0,1,0,0
31.35,6.57,19.46,303310.52,55.28,5.65,0.54,576.29,1.51,968316,0.08,7.63,0.34,0.59,4.29,3.25,3.26,16.65,1.94,1.14,1.58,11.5,1.04,0.61,0.84,0.68,0.4,0.55,0.26,0.48,0.89,0.11,3.25,491789,2,3,2,0,0
31.35,7.36,0,382513.19,66.36,5.94,0.63,629.6,1.56,1126224.3,-0.08,8.21,-1.85,0.99,3.6,-1.78,-1.77,-14.56,-2.93,0.85,2.16,7.89,-1.59,0.46,1.17,-1.04,0.3,0.76,0.16,0.38,0.8,0.02,1.9,377709.5,2,0,0,0,0
31.35,9,26,307729.61,53.61,5.91,0.46,686.39,1.46,1175549.8,-0.39,2.63,-9.35,-11.19,-2.35,-2.42,-2.47,-184.68,-21.04,-28.1,-27.33,-5.73,-10.13,-13.53,-13.16,-6.57,-8.78,-8.54,0.19,0.44,1.44,0.05,7.74,394418.3,3,0,0,0,0
31.35,8.99,0,310303.33,11.26,28.38,0.71,449.95,1.52,1102867.8,-0.31,8.86,-0.12,-0.13,5.26,6.49,6.48,16.77,1.23,0.49,-0.33,13.43,0.62,0.25,-0.16,0.4,0.16,-0.11,0.28,0.57,0.71,0.12,4.36,473808.1,11,2,1,0,0
79.58,47.32,26,813497.41,18.14,30.78,9.63,58,1.57,96066,-0.45,36.14,30.78,20.75,24.29,34.13,34.27,1218.73,53.05,35.51,36.09,42.25,34.91,23.36,23.75,24.35,16.3,16.57,1.53,1.95,0.69,1.4,199.23,197663.8,9,3,0,0,0
79.45,18.78,54.21,621556.1,20.6,20.65,5.38,79.05,0.75,202772,-0.19,38.81,30.51,20.23,25,36.06,36.13,761.67,40.48,26.2,26.36,32.56,20.96,13.56,13.64,16.56,10.72,10.78,0.35,0.77,1.08,0.24,11.16,221893.6,21,3,2,0,0
79.32,0.05,56.21,359506.28,20.05,12.24,2.87,85.42,0.78,250724,-0.07,35.75,26.61,18.92,22.21,33.84,34.21,1124.99,31.69,22.51,22.48,26.39,14.35,10.19,10.18,11.82,8.4,8.39,0.58,0.94,1.32,0.46,30.54,268435.3,2,1,0,0,0
79.52,0,45.1,1037731.67,33.04,21.39,5.87,120.49,0.74,305674,0.1,36.28,25.73,17.99,22.4,33.38,33.22,568.79,23.36,16.32,16.4,20.41,12.06,8.43,8.47,10.02,7,7.03,0.53,0.84,0.68,0.47,61.12,267576,7,1,2,0,0
79.28,0,54.21,1173943.89,19.49,24.54,5.51,86.87,0.73,344350,0.07,37.98,29.32,20.58,24.26,35.07,35.26,682.76,22.97,16.13,16.07,18.94,14.12,9.91,9.88,11.88,8.34,8.31,0.59,1.03,0.58,0.55,68.73,319019.4,19,3,0,0,0
78.41,0,54.21,1079393.98,18.76,23.4,4.13,106.2,0.73,344350,0.07,35.09,25.73,17.48,20.6,32.42,32.61,664.2,19.3,13.14,13.03,15.37,12.61,8.59,8.52,10.58,7.21,7.15,0.36,0.71,0.48,0.3,54.15,368169.4,9,2,0,0,0
78.28,0,52.5,1076671.92,21.85,20.01,3.78,115.56,0.7,389644,0.09,29.63,18.26,11.79,17.99,27.62,27.89,751.48,14.08,9.09,9.07,13.84,9.51,6.14,6.13,7.86,5.07,5.06,0.24,0.62,0.48,0.16,24.73,418876,5,2,0,0,0
73.47,0,52.48,1338223.75,29.5,18.39,4.56,119.03,0.51,462803,0.43,30.16,20.71,13.67,18.31,28.85,28.94,1147.91,16.28,10.7,10.65,14.26,11.15,7.33,7.29,9.1,5.98,5.95,0.22,0.56,0.44,0.18,10.11,460422.6,5,0,0,0,0
73.39,0,15.11,1550065.22,32.8,19.14,4.48,140.22,0.48,540882,0.14,27.37,17.33,13.11,17.39,22.82,23.17,504.78,11.04,7.89,9.76,12.95,7.74,5.54,6.85,6.34,4.53,5.61,0.12,0.66,0.41,0.09,4.94,463663.5,2,0,0,0,0
73.34,0,0,1391876.33,32.64,17.26,3.38,166.86,0.47,592532,0.1,17.15,3.58,2.22,10.07,16.74,16.72,778.59,4.53,1.91,1.67,7.57,2.99,1.26,1.1,2.31,0.97,0.85,0.33,0.68,0.67,0.26,9.69,426974.4,7,3,0,0,0
35.88,0.6,15.09,39396,2.81,49.98,5.21,27.01,1.07,41640.9,0.19,25.56,22.61,20.23,22.93,23.86,23.99,1167.08,40.48,36.09,36.09,40.91,39.75,35.45,35.45,27.59,24.6,24.6,2.08,2.14,0.03,1.21,62.4,137585,14,2,1,0,0
33.97,2.39,0,49914.52,6.75,24.98,3.78,44.59,1.35,169832.2,0.08,23.24,19.43,16.89,19.23,21.13,21.18,957.61,32.78,28.76,29.27,33.31,27.46,24.09,24.51,20.32,17.83,18.14,1.13,1.17,0.33,0.56,94.77,176581,2,3,3,0,0
32.58,0,0,14819.25,10.17,4.91,0.91,54.69,1.44,229008,-0.07,24.39,16.16,13.4,15.97,22.39,22.38,738.26,29.62,24.35,24.65,29.38,21.68,17.82,18.04,15.76,12.95,13.11,0.98,1.02,0.4,0.44,92.98,216128,21,3,0,0,0
27.16,3.62,25.63,86564.2,13.93,18.29,2.8,90.96,1.42,363825.1,0.26,27.01,23.98,20.48,22.99,23.99,24.11,686.15,37.72,32.11,32.43,36.4,27.96,23.8,24.04,20.48,17.44,17.61,1.11,1.15,0.31,0.52,114.61,230063,19,5,1,0,0
26.57,3.62,0,107580.89,20.96,14.79,2.84,109.29,1.46,590069.8,0.34,23.95,21.24,17.85,19.93,21.79,21.82,882.92,29.05,24.53,24.83,27.73,22.99,19.42,19.66,17.44,14.72,14.9,1.94,2.08,0.22,0.97,89.41,264012,17,5,0,0,0
26.13,3.62,16.72,129652.28,25.75,14.26,2.87,127.93,1.46,590069.8,0.34,22.72,18.1,14.15,15.8,19.57,19.54,490.03,25.79,20.17,20.52,22.91,21.14,16.54,16.82,16.05,12.55,12.77,1.84,2,0.22,0.88,86.39,318034,7,6,1,0,0
25.72,3.62,25.63,153687.58,33.79,12.68,2.73,156.73,1.55,736256.7,0.37,24.09,21.05,16.31,17.91,20.85,20.87,548.91,29.6,22.9,23.26,25.54,23.98,18.56,18.85,17.95,13.89,14.1,1.64,1.73,0.25,0.86,105.87,332296,9,6,3,0,0
25.55,4.49,0,149122,44.86,9.22,2.09,197.48,1.63,1090158,0.44,26.63,23.9,18.16,19.83,23.01,23.01,542.92,35.73,27.15,27.57,30.1,29.79,22.64,22.99,21.9,16.64,16.9,2.03,2.15,0.16,1.1,125.95,387651,0,3,1,0,0
22.06,3.62,0.12,341102.41,48.01,17.01,2.92,279.6,1.84,1361704,0.28,26.93,24.32,18.7,20.23,22.19,22.33,435.18,32.71,25.31,25.61,27.71,28.02,21.69,21.95,20.85,16.14,16.33,2.01,2.24,0.18,1.2,174.41,412128,11,2,0,0,0
21.91,3.61,0,363570.63,60.33,14.33,2.64,327.84,1.71,1652634.3,0.31,26.36,22.58,17.25,19.09,21.64,21.67,398,28.73,21.48,21.84,24.17,24.52,18.32,18.64,19.16,14.32,14.57,2.33,2.85,0.17,1.43,85.55,446808,8,3,0,0,0
